Food_Item,Category,Carbohydrates_g,Protein_g,Fat_g,Fiber_g,Calories,Total_Macros_g,Carbs_Protein_Ratio,Calorie_Density_Label
Organic Creamy Peanut Butter,Butter,10.94,12.5,23.44,4.69,562.5,46.879999999999995,0.8751992998405601,High
Dessert Noir,Butter,52.0,7.0,30.0,7.8,522.0,89.0,7.428560816341691,High
8 Navettes Au Beurre Frais Et À La Crème Fraîche,Butter,50.0,8.7,12.0,0.0,347.0,70.7,5.747119830896747,High
Pâte Feuilletée,Butter,40.0,5.9,20.0,1.3,378.0,65.9,6.779649526017753,High
Peanut Butter Creamy Natural,Butter,4.0,4.0,7.0,1.0,600.0,15.0,0.9999975000062501,High
Secret De Mousse Chocolat Noir,Butter,20.5,5.0,5.1,2.5,153.0,30.6,4.0999918000164,Medium
Chocolat Pâtissier Noir Corse 70% Cacao,Butter,36.0,9.1,42.0,9.4,580.0,87.1,3.956039608747683,High
Chocolate 52% Especial Postres,Butter,52.0,6.0,32.0,7.6,535.0,90.0,8.666652222246297,High
Peanut Butter Oat Bars,Butter,50.0,10.0,24.0,5.0,460.0,84.0,4.999995000005,High
Chocolate And Hazelnut Cake,Butter,50.0,5.9,26.0,0.0,468.0,81.9,8.47456190752219,High
Cruesly Mélange De Noix,Oil,57.0,8.5,19.0,10.0,462.0,84.5,6.705874463677102,High
Sésame,Oil,64.0,10.0,18.0,4.6,467.0,92.0,6.3999936000064,High
Pomme Noisette,Oil,63.0,10.0,17.0,5.9,457.0,90.0,6.299993700006301,High
Pâte À Tartiner Noisettes Et Cacao,Oil,53.0,6.7,34.0,3.3,551.0,93.7,7.910435954573202,High
Anacardo/Castanha-De-Caju Natural,Oil,5.9,6.2,14.3,1.6,180.0,26.400000000000002,0.9516113683687608,Medium
Goûter 4S Saveur Pommes,Oil,65.0,7.6,17.0,6.5,456.0,89.6,8.552620325499573,High
Goûter Aux Raisins,Oil,64.0,9.4,14.0,6.1,432.0,87.4,6.808503395209154,High
Pâte À Tartiner Noisette Du Lot Et Garonne Cacao,Oil,56.0,8.6,33.0,0.0,552.0,97.6,6.511620335325192,High
Nutella 600G,Oil,57.2,6.3,30.9,3.0,539.0,94.4,9.079350667697355,High
Tartine Sans Huile De Palme,Oil,0.5,0.5,35.0,0.0,314.0,36.0,0.9999800003999921,High
Goûter Aux Écorces Confites,Oil,66.0,9.4,15.0,6.1,449.0,90.4,7.0212691263094404,High
Pâte À Tartiner Cacahuètes Et Cacao,Oil,42.0,12.0,39.0,4.0,575.0,93.0,3.499997083335764,High
Cacao Céréales,Oil,62.0,9.8,17.0,7.5,455.0,88.8,6.326524156608003,High
Muesli Croustillant Tradition,Oil,68.0,9.1,13.0,5.9,440.0,90.1,7.472519260967846,High
Nutella,Oil,57.5,6.3,30.9,3.0,539.0,94.69999999999999,9.126969639730731,High
Maxi Tranches Sans Sucre Ajouté Nature,Oil,46.0,8.3,2.8,3.4,249.0,57.099999999999994,5.5421619973951834,Medium
La Pâte À Tartiner Cacao Noisette,Oil,35.0,4.8,14.0,4.8,263.0,53.8,7.291651475726093,Medium
Moelleux Chocolat Noix,Oil,49.0,7.3,23.0,9.6,434.0,79.3,6.71231957216497,High
Plain Sardines,Oil,0.0,22.0,7.8,0.0,158.0,29.8,0.0,Medium
Sablé Sésame Saveur Vanille,Oil,66.0,8.1,18.0,5.4,442.0,92.1,8.14813808871841,High
Paprika,Oil,54.0,6.7,30.0,4.4,522.0,90.7,8.059689463150056,High
Amande,Oil,61.0,10.0,19.0,8.0,471.0,90.0,6.0999939000061,High
Biscuits Abricot Pistache,Oil,64.0,9.3,18.0,6.0,467.0,91.3,6.881713030416096,High
Pâte À Tartiner,Oil,60.0,6.7,28.0,3.7,522.0,94.7,8.955210514611172,High
Krisprolls,Oil,70.0,12.0,6.2,7.7,397.0,88.2,5.833328472226273,High
Biscoff,Oil,73.08,5.13,19.23,1.28,483.9,97.44,14.245586265913712,High
Vinaigrette Légère Huile De Sésame & Sauce Soja Graines De Sésame Torréfiées 36 Cl,Oil,6.3,1.9,37.0,0.7,373.0,45.2,3.3157720222525144,High
Confiture De Fraises Allégée En Sucres,Oil,40.0,0.6,0.4,1.4,168.0,41.0,66.66555557407378,Medium
Knusper Müsli Schoko,Oil,59.8,10.9,16.2,9.1,447.0,86.9,5.48623349886835,High
Colin D'Alaska Msc Façon Fish & Chips,Oil,19.0,11.0,9.5,0.6,207.0,39.5,1.727271157026221,Medium
Sablés Pavot Coco,Oil,64.0,9.0,17.0,5.4,456.0,90.0,7.111103209885322,High
Biscuit Chocolat Noir,Oil,62.0,7.6,23.0,4.3,494.0,92.6,8.157884002784208,High
Hemani Coconut Oil Pure & Natural (400Ml),Oil,0.7,0.0,14.0,0.0,126.0,14.7,69999.99999999999,Medium
Compote De Pomme Allégée,Oil,14.0,0.3,0.2,1.9,63.0,14.5,46.66511116296123,Low
Chips Paysanne Nature,Oil,54.0,6.2,30.0,3.9,514.0,90.2,8.709663371510691,High
Fourré Cacao Sans Sucres,Oil,64.0,6.9,22.0,3.1,456.0,92.9,9.275348876305976,High
Céréales Extra Kellogg'S Pépites Chocolat Au Lait,Oil,62.0,7.0,22.0,4.9,484.0,91.0,8.85713020409971,High
Croustillant Graines De Courge Et De Tournesol,Oil,61.0,11.0,14.0,6.2,425.0,86.0,5.545449504136815,High
Sésame Chocolat,Oil,60.0,10.0,20.0,5.6,481.9,90.0,5.999994000006001,High
Petites Madeleines,Oil,55.0,5.8,22.0,1.1,441.0,82.8,9.482742271134017,High
Organic Sesame Biscuits,Oil,61.0,9.6,21.0,4.7,481.0,91.6,6.354160047749951,High
Nachos,Oil,61.0,8.2,22.0,6.3,488.0,91.2,7.439015318274003,High
بیسکویت 125G موختار,Oil,72.6,4.9,19.0,1.3,484.0,96.5,14.81629629327287,High
Sablés Sarrasin Miel Saveur Citron,Oil,67.0,7.9,18.0,5.0,472.0,92.9,8.481001922782376,High
Brossard Le Cake À L'Anglaise,Oil,61.0,4.1,9.3,3.2,351.0,74.39999999999999,14.87801249265246,High
Pâte À Tartiner 18.5% Bio - 350G,Oil,53.0,7.6,32.0,3.8,538.0,92.6,6.973675034638113,High
L'Extra Craquante Nature,Oil,47.0,5.9,34.0,4.5,526.0,86.9,7.966088193070859,High
Pâte À Tartiner 40% Noisettes Du Lot-Et-Garonne Et Cacao,Oil,49.0,9.3,35.0,0.0,555.0,93.3,5.268811538912323,High
Biscuit Muesli Avoine Gerblé,Oil,60.0,9.4,18.0,7.7,455.2,87.4,6.382971933008582,High
"Gerblé - Choco Hazelnut Filled Cake, 200G (7.1Oz)",Oil,60.0,7.4,22.0,4.7,477.0,89.4,8.108097151220067,High
Chips Paysanne,Oil,51.0,6.0,34.0,4.0,530.0,91.0,8.499985833356945,High
Le Biscuit De Natty,Oil,61.0,7.4,24.0,4.7,499.0,92.4,8.2432321037404,High
Lays,Oil,55.0,6.2,29.0,5.2,513.0,90.2,8.870953433946074,High
Madeleines Extra Moelleuses Nature X 24 Sachets Individuels Ker Cadélac,Oil,51.0,5.3,27.0,0.0,468.0,83.3,9.622623353540844,High
La Grande Galette 1905,Oil,70.0,6.7,21.0,2.4,501.0,97.7,10.447745600379701,High
Organic Vegetable Stock Cubes,Oil,0.7,0.0,0.4,0.01,7.0,1.1,69999.99999999999,Low
Digestive Biscuits,Oil,68.0,6.2,16.0,6.5,422.2,90.2,10.967724245606055,High
"Gerble - Organic Chocolate Cookie Flavored W/ Banana, 132G (4.7Oz)",Oil,59.0,9.0,19.0,7.8,459.0,87.0,6.5555482716130316,High
Tyrrell'S Sweet Chilli & Red Pepper,Oil,51.0,6.3,25.0,5.4,468.0,82.3,8.095225245674214,High
Fourré Figues,Oil,67.0,4.6,11.0,5.6,358.0,82.6,14.565185727857116,High
Le Cassoulet Mitonné,Oil,8.9,7.3,4.7,3.8,115.0,20.9,1.219176412087107,Medium
Sour Cream & Onion,Potato,56.0,6.3,29.0,3.5,517.0,91.3,8.888874779563842,High
Pringles Original,Potato,54.0,6.2,31.0,4.1,528.0,91.2,8.709663371510691,High
Pringles Sare,Potato,55.0,6.1,31.0,5.0,503.3,92.1,9.016378661674326,High
Pringles Sour Cream & Onion,Potato,54.0,6.3,30.0,4.0,517.9,90.3,8.57141496600799,High
Tomato Flavoured Snack,Potato,58.5,16.3,9.8,8.6,244.7,84.6,3.58895485340193,Medium
Pringles Sour Cream,Potato,54.0,6.3,30.0,4.0,519.0,90.3,8.57141496600799,High
Chips Saveur Barbecue,Potato,55.0,6.5,27.0,5.3,504.0,88.5,8.46152544380701,High
Pringles Texas Bbq Sauce,Potato,55.0,6.3,30.0,4.1,523.3,91.3,8.730144872785917,High
Pringles,Potato,56.0,6.5,29.0,3.9,519.0,91.5,8.615371360967137,High
Chips Craquante Sel Brets,Potato,50.0,6.1,34.0,4.9,540.0,90.1,8.196707874249388,High
4 Röstis De Légumes Et Cheddar,Potato,10.0,3.9,6.2,2.4,118.0,20.1,2.5640959894974626,Medium
Purée De Pommes De Terre En Flocons,Potato,73.6,7.5,0.8,7.0,345.0,81.89999999999999,9.813320248906335,High
Potato Wafers,Potato,53.4,7.7,32.9,7.2,132.4,94.0,6.9350559284987945,Medium
Pringles Paprika,Potato,54.0,6.7,30.0,4.4,522.0,90.7,8.059689463150056,High
Chips  Barbecue,Potato,54.0,6.2,31.0,4.4,503.3,91.2,8.709663371510691,High
Snack Poppé,Potato,56.0,18.0,11.0,8.3,413.0,85.0,3.1111093827170095,High
Recette À L'Ancienne,Potato,54.0,6.2,35.0,3.9,550.0,95.2,8.709663371510691,High
Chipsfrisch Ungarisch,Potato,49.0,6.1,33.0,4.5,533.3,88.1,8.0327737167644,High
Laus Nature,Potato,53.0,6.1,30.0,4.3,508.0,89.1,8.688510346704351,High
Pringles Cașcaval,Potato,55.0,6.4,29.0,4.1,520.0,90.4,8.593736572286605,High
Onduladas Campesinas,Potato,53.5,6.0,34.5,0.0,549.0,94.0,8.916651805580324,High
Chips,Potato,56.7,7.7,25.4,4.1,494.0,89.80000000000001,7.363626800484675,High
Chips Saveur Poulet Rôti,Potato,55.0,6.3,27.0,5.1,503.0,88.3,8.730144872785917,High
Oven Baked Sweet Potato Fries,Potato,21.0,2.1,6.2,4.1,192.5,29.3,9.999952381179137,Medium
Crousti'Express La Classique,Potato,28.0,4.0,13.0,6.0,257.0,45.0,6.9999825000437506,Medium
Gnocchi A Poeler Extra Fromage Lustucru 300G,Potato,29.3,8.27,8.1,1.67,225.0,45.67,3.542921955354347,Medium
Röstis De Pomme De Terre,Potato,18.0,3.8,7.2,2.3,155.0,29.0,4.736829639922,Medium
Potato Wedges Seasoned,Potato,20.8,2.1,3.9,2.2,131.0,26.8,9.904714739453622,Medium
Conikos Barbecue,Potato,61.3,4.8,26.0,0.0,502.0,92.1,12.770806727485985,High
"Saumon Et Colin D'Alaska À L'Oseille, Pommes De Terre",Potato,8.0,4.8,4.2,1.3,92.0,17.0,1.6666631944516783,Low
Country Potatoes Aux Herbes,Potato,21.0,2.5,5.0,3.0,145.0,28.5,8.3999664001344,Medium
Puré De Patatas En Copos Instantáneo Preparado,Potato,74.0,8.3,0.6,7.4,349.0,82.89999999999999,8.915651908853121,High
Chips Paysannes Nature,Potato,52.0,6.1,32.0,4.8,530.0,90.1,8.524576189219363,High
Sour Cream & Onion Chips,Potato,54.0,6.1,29.0,4.9,511.0,89.1,8.852444504189338,High
Original Stapelchips,Potato,60.9,4.1,25.9,4.0,502.0,90.9,14.853622308238275,High
Classic,Potato,62.0,4.4,26.0,4.2,506.0,92.4,14.090877066188487,High
Dipster,Potato,62.0,4.3,25.0,3.5,496.0,91.3,14.41857111960205,High
Chips Saveur Côte De Boeuf Grillée,Potato,52.0,6.3,31.0,4.8,522.0,89.3,8.25395515245214,High
Mystery Flavour Super Mario,Potato,56.0,6.4,30.0,3.8,527.0,92.4,8.749986328146361,High
Just Au Four Express,Potato,31.0,2.4,5.6,2.4,136.7,39.0,12.91661284744647,Medium
Ready Salted Crisps,Potato,53.7,6.8,27.4,3.4,495.0,87.9,7.897047210224692,High
Walkers Cheese & Onion Crisps,Potato,52.0,6.8,29.6,4.0,512.0,88.4,7.647047577871209,High
Propper Barbecue Lentil Chips,Potato,61.0,9.7,20.0,2.6,469.0,90.7,6.288653310666691,High
Hot Kickin' Sour Cream Flavour,Potato,54.0,6.4,30.0,4.1,520.0,90.4,8.43748681642685,High
Tuile Goût Crème Oignons,Potato,62.0,4.4,27.0,2.6,516.0,93.4,14.090877066188487,High
Lay'S Potato Chips,Potato,53.4,6.9,33.1,0.0,539.0,93.4,7.739119218667799,High
Thai Sweet Chilli Flavour Potato Crisps,Potato,54.0,6.6,26.0,5.9,490.0,86.6,8.181805785142751,High
Lay’S Saveur Emmental,Potato,55.0,6.4,28.0,5.0,506.7,89.4,8.593736572286605,High
Saveur Sour Cream & Onion,Potato,61.7,3.9,24.5,3.4,493.0,90.10000000000001,15.820472255199347,High
Chips Natures,Potato,53.0,6.3,34.0,4.2,551.0,93.3,8.412685059230066,High
Gnocchi A Poêler Lustucru - 1Kg,Potato,35.0,5.0,2.7,2.6,190.0,42.7,6.9999860000280005,Medium
Mini Röstis De Pomme De Terre Bio,Potato,16.0,2.2,7.5,2.0,144.0,25.7,7.272694215026294,Medium
Garden Salsa Flavored Sun Chips,Potato,64.29,7.14,21.43,7.14,500.0,92.86000000000001,9.004189069763209,High
Purée De Patate Douce À La Crème,Potato,13.0,0.8,2.0,2.0,76.0,15.8,16.24979687753903,Low
Leader Chips Sel,Potato,52.4,6.6,37.7,0.0,575.2,96.7,7.93938191002741,High
Sweet Potato Fries,Potato,21.0,2.0,6.3,4.0,157.0,29.3,10.499947500262499,Medium
Chips Saveur Paprika,Potato,55.0,6.2,27.0,5.3,503.0,88.2,8.870953433946074,High
Tuiles Goût Nature,Potato,63.0,3.9,26.0,2.6,501.0,92.9,16.153804733834015,High
Lays Classics Salted 20Rs,Potato,51.7,7.0,35.5,0.0,554.0,94.2,7.385703734708951,High
Chips Rôtisserie Au Sel De Guérande,Potato,53.0,7.2,28.0,4.8,502.0,88.2,7.361100887359878,High
The Original 10 Potato Waffles,Potato,22.0,2.2,7.6,1.4,168.0,31.799999999999997,9.999954545661154,Medium
Chips Saveur Sel & Vinaigre,Potato,54.0,5.8,29.0,4.5,513.0,88.8,9.310328775295217,High
Hot Mexican Chilli & Lime Flavour,Potato,55.0,6.2,30.0,3.9,523.0,91.2,8.870953433946074,High
Potato Gnocchi,Potato,32.0,4.2,0.5,1.1,152.0,36.7,7.6190294785012425,Medium
Tuiles Goût Crème Et Oignon Boîte De 170G,Potato,63.0,4.4,25.0,3.4,501.0,92.4,14.318149276933461,High
Tuiles Goût Paprika 170G,Potato,62.0,4.4,25.0,3.6,500.0,91.4,14.090877066188487,High
Multipack Extra Craquante Vico,Potato,45.0,5.9,34.0,4.5,526.0,84.9,7.627105716769972,High
Frites À La Patate Douce,Potato,22.0,1.6,7.2,3.7,165.0,30.8,13.749914063037105,Medium
Piemontaise Poulet 320G,Potato,8.0,3.5,8.0,2.0,122.0,19.5,2.2857077551206997,Medium
Pringles Cheese & Onion,Potato,55.0,6.3,30.0,4.1,523.0,91.3,8.730144872785917,High
Tuiles Salées - 170G,Potato,61.3,4.3,25.8,3.7,502.0,91.39999999999999,14.255780800509767,High
Chips Saveur Petits Oignons,Potato,52.0,6.3,31.0,4.8,522.0,89.3,8.25395515245214,High
Saveur Yakitori,Potato,52.0,6.3,31.0,4.8,522.0,89.3,8.25395515245214,High
Pringles Salt & Vinegar,Potato,54.0,6.0,30.0,3.9,518.0,90.0,8.999985000025001,High
Chips À L'Ancienne,Potato,45.0,6.1,37.0,6.5,550.0,88.1,7.377037086824449,High
Gnocchi Aux Pommes De Terre,Potato,36.0,4.1,0.0,2.4,165.0,40.1,8.780466389106369,Medium
Walkers Ready Salted Crisps 6Pk,Potato,53.33,6.0,31.11,5.11,520.0,90.44,8.888318519469134,High
West Indies' Hot 'N' Sweet Chilli Potato Chips,Potato,55.4,6.3,31.9,0.0,534.0,93.6,8.793636835497088,High
Sea Salted Potato Crisps,Potato,52.6,5.9,30.4,0.0,500.0,88.9,8.915239126713345,High
"Sweet Potato Pakora With Red Pepper, Cumin And Chilli",Potato,19.9,6.1,10.9,8.1,219.0,36.9,3.2622897339512558,Medium
Petites Escalopes De Volaille À La Moutarde Pommes De Terre,Potato,7.6,8.9,3.0,1.1,95.0,19.5,0.8539316247959272,Low
Tuiles Goût Paprika,Potato,59.0,4.0,30.0,2.3,526.6,93.0,14.749963125092188,High
"Sweet & Salty Nut Chocolat Noir Et Mélange De Noix, 5 Barres De 30 G",Nut,15.0,2.9,6.9,3.0,646.7,24.799999999999997,5.17239595725532,High
Mixed Fruit And Nut,Nut,40.5,10.8,31.7,6.9,504.0,83.0,3.7499965277809926,High
Tresor - Choco Nut,Nut,69.0,7.1,16.0,3.6,458.1,92.1,9.718296171413844,High
M&M'S Peanut,Nut,59.45,9.77,25.48,0.0,524.4,94.7,6.084947712438371,High
Barre Amande,Nut,67.0,7.9,13.0,4.1,420.0,87.9,8.481001922782376,High
Muesli 4 Nuts,Nut,61.1,10.3,16.9,8.1,454.0,88.30000000000001,5.932033075696043,High
Simply Nutty Muesli,Nut,64.4,9.9,6.8,8.6,376.0,81.10000000000001,6.5050439342990565,High
Muesli Bio Noix & Graines,Nut,50.9,13.6,16.8,8.7,427.0,81.3,3.7426443068791864,High
M&M\'S,Nut,59.0,9.8,26.0,0.0,524.0,94.8,6.020402019997938,High
Studentenfutter Luxury Nut And Raisin Mix,Nut,36.0,13.0,33.0,0.0,507.0,82.0,2.769228639054893,High
Whole Nut Milk Chocolate With Roasted Hazelnuts,Nut,45.1,9.0,39.7,4.2,580.8,93.80000000000001,5.011105543216064,High
Peanuts & Dark Chocolate Protein Fruit & Nut Bars,Nut,33.4,19.5,36.3,5.9,550.0,89.19999999999999,1.7128196344514695,High
Cocoa Orange,Nut,51.43,8.57,15.43,8.57,394.3,75.43,6.001159858623269,High
Nuts'N Berries,Nut,44.0,11.0,27.0,0.0,479.0,82.0,3.9999963636396694,High
M&M'S - Peanut,Nut,59.0,9.8,26.0,0.0,524.0,94.8,6.020402019997938,High
Swiss Style Muesli,Nut,64.44,11.11,5.56,8.0,368.9,81.11,5.800174797322415,High
Mandel Vanille Geschmack,Nut,3.8,0.4,1.1,1.3,30.0,5.300000000000001,9.499762505937351,Low
Bebida De Arroz Y Avellana,Nut,6.9,0.6,2.1,0.4,50.0,9.6,11.499808336527726,Low
Mentos Fruits,Nut,92.0,0.0,1.9,0.0,393.9,93.9,9200000.0,High
Blueberry Muffin Raw Fruit & Nut Bar,Nut,57.14,6.57,11.14,9.43,374.3,74.85,8.697094829383822,High
Nut & Fruit Mix Classic,Nut,33.8,13.4,36.9,6.5,534.0,84.1,2.522386177323748,High
Raw Fruit & Nut Bar,Nut,51.43,8.57,15.43,8.57,394.3,75.43,6.001159858623269,High
Nakd Cacahuètes,Nut,42.0,12.0,23.0,9.3,442.0,77.0,3.499997083335764,High
Energy Nut Mix,Nut,30.9,20.3,28.3,10.0,471.0,79.5,1.5221667378488974,High
Macadamia Nut Brittle,Nut,25.2,3.9,16.3,0.1,264.0,45.4,6.4615218935336065,Medium
Pom'Potes Compotes Gourdes Bio Multivariétés 12X90G,Nut,11.0,0.5,0.5,1.1,52.0,12.0,21.999560008799826,Low
Low Sugar Granola Nuts & Seeds,Nut,48.5,13.4,25.5,8.0,469.8,87.4,3.6194002840296386,High
Crunchy Nut & Almond,Nut,51.43,12.0,23.14,4.57,468.6,86.57,4.285829761808532,High
Boisson À La Noisette,Nut,3.1,0.5,2.0,0.5,36.0,5.6,6.199876002479951,Low
Organic Sprouted Pumpkin Seeds Sea Salt,Nut,3.0,8.0,15.0,2.0,600.0,26.0,0.37499953125058594,High
Pom'Potes Compotes Gourdes Multivariétés 12X90G,Nut,12.0,0.5,0.5,1.4,55.0,13.0,23.99952000959981,Low
Roasted Cashew-Peanut-Mix Honey & Salt,Nut,43.2,14.7,32.4,5.0,533.0,90.30000000000001,2.9387735110384283,High
Trancetto Cacao,Nut,56.0,5.3,13.0,0.0,369.0,74.3,10.566017799966417,High
Muesli Noix,Nut,61.0,10.0,15.0,9.5,438.0,86.0,6.0999939000061,High
Barres Extra Kellogg'S Choco Amandes - 4X32G,Nut,41.0,12.0,33.0,6.6,521.0,86.0,3.4166638194468173,High
Nuts & Raisins Unsalted,Nut,37.0,16.0,31.0,0.0,505.0,84.0,2.3124985546884034,High
Marmite Crunch,Nut,53.0,15.0,18.0,7.9,441.0,86.0,3.533330977779348,High
Quinoa Gourmand,Seed,65.0,14.0,4.1,7.6,361.7,83.1,4.642853826532981,High
Cerelac,Seed,71.2,15.0,10.0,2.5,439.8,96.2,4.746663502224332,High
Cassegrain - Lentilles Préparées 4/4,Seed,14.0,6.6,0.5,3.1,91.0,21.1,2.1212089072592315,Low
Lentilles Façon Petit Salé,Seed,17.0,8.0,2.3,7.2,135.0,27.3,2.1249973437533205,Medium
Lentilles Vapeur,Seed,16.0,8.7,0.4,6.8,116.0,25.099999999999998,1.839078345886959,Medium
Red Kidney Beans,Seed,15.0,8.4,1.0,7.0,97.3,24.4,1.7857121598664762,Low
Puy Lentils & French Green Lentils,Seed,19.0,11.0,1.7,5.2,148.0,31.7,1.727271157026221,Medium
Organic Jumbo Oats,Seed,65.0,11.25,5.75,8.25,370.0,82.0,5.777772641979874,High
Allumettes Vege Haricots Rouges,Seed,7.33,13.07,6.0,5.07,145.3,26.4,0.5608258907223483,Medium
Flocons D Avoine,Seed,59.4,13.5,7.6,9.1,378.0,80.5,4.399996740743155,High
Pois Chiches Au Sel De Noirmoutier,Seed,16.0,6.6,2.9,7.4,130.0,25.5,2.424238751153408,Medium
Sos De Soia,Seed,6.5,8.0,0.0,0.0,70.0,14.5,0.8124989843762696,Low
Chickpeas In Water,Seed,16.5,7.8,2.4,5.2,125.8,26.7,2.115381903356534,Medium
Fruit & Seed Oatcakes,Seed,60.0,9.6,15.2,9.6,440.0,84.8,6.249993489590116,High
Tomatoey French Lentils,Seed,16.0,8.3,4.1,3.3,142.0,28.4,1.9277085208331073,Medium
Pumpkin Seed + Flax Granola,Seed,67.27,10.91,18.18,7.27,472.7,96.35999999999999,6.165897189828423,High
"Love, Corn (Sea Salt)",Seed,66.0,7.4,13.3,7.0,435.0,86.7,8.918906866342073,High
Mini Bites Quinoa & Chía,Seed,58.0,8.2,22.0,8.3,479.0,88.2,7.073162105899872,High
Ryvita Thins Multi-Seed,Seed,56.2,16.4,14.1,8.1,433.3,86.69999999999999,3.426827178763916,High
Quinoa Real Blanca Y Roja,Seed,30.0,5.88,3.88,3.75,117.6,39.760000000000005,5.102032139401124,Medium
Quinoa,Seed,58.0,15.0,6.8,7.6,365.0,79.8,3.8666640888906074,High
Red & White Quinoa,Seed,31.0,5.8,3.2,4.0,184.0,40.0,5.344818371002809,Medium
Instant Noodles Mi Goreng,Seed,61.25,8.75,21.25,5.0,475.0,91.25,6.999992000009144,High
Ezekiel 4:9 Flourless Sprouted Grain Bread,Seed,15.0,4.0,0.5,3.0,235.3,19.5,3.749990625023438,Medium
Tomatoey Lentils,Seed,13.3,8.5,2.7,5.6,111.2,24.5,1.5647040415246571,Medium
Haricots Blancs,Seed,15.0,6.6,0.8,5.4,104.0,22.400000000000002,2.2727238292063197,Medium
Original Peanut Butter Stuffed Oat Bars,Seed,43.96,13.12,25.62,6.04,466.7,82.7,3.350607202281096,High
Beanz In A Rich Tomato Sauce,Seed,19.33,4.82,0.34,3.86,81.0,24.49,4.010365123723809,Low
Apple & Raisin Oat Bar,Seed,59.3,5.6,17.4,4.9,400.0,82.29999999999998,10.589266804880706,High
French Inspired Lentils,Seed,14.5,7.2,2.4,5.2,119.0,24.099999999999998,2.0138860918248724,Medium
Pom'Potes Compotes Gourdes Bio Pomme Nature 12X90G,Seed,12.0,0.5,0.5,1.1,53.0,13.0,23.99952000959981,Low
Scandalous Seeds Wholemeal Loaf,Seed,29.3,13.2,9.0,8.2,269.0,51.5,2.2196952881096306,Medium
Bio Crisp Bread Quinoa &Amp; Seeds,Seed,53.1,14.4,14.8,0.0,427.0,82.3,3.6874974392378896,High
Pom'Potes Compotes Gourdes Pomme Nature 4X90G,Seed,12.0,0.5,0.6,1.2,55.0,13.1,23.99952000959981,Low
Farmhouse Super Seeded Loaf,Seed,37.9,11.2,9.6,5.8,284.1,58.699999999999996,3.3839255500664733,Medium
Seeded Bread,Seed,39.4,11.7,3.7,6.4,251.0,54.8,3.3675184893004366,Medium
Moong Dal,Seed,50.66,21.31,20.93,7.52,476.0,92.9,2.377286542803124,High
Pom'Potes Compotes Gourdes Pomme Banane 4X90G,Seed,14.0,0.5,0.5,1.3,62.0,15.0,27.999440011199777,Low
Avocado Oil Spray,Seed,0.0,0.0,0.5,0.0,5.0,0.5,0.0,Low
Chickpeas Drained,Seed,23.4,7.2,2.2,7.4,126.0,32.8,3.2499954861173803,Medium
Pufuleti,Seed,69.0,12.0,5.3,3.7,379.0,86.3,5.749995208337326,High
Moutard A L'Ancienne,Seed,8.0,8.42,11.5,0.0,169.2,27.92,0.9501176364398618,Medium
Oats,Seed,67.5,12.5,7.5,10.0,375.0,87.5,5.399995680003456,High
Haldiram Moong Dal,Seed,50.66,21.31,20.93,7.52,476.0,92.9,2.377286542803124,High
Lizis Original Granola Nuts And Seeds,Seed,55.2,11.6,21.4,8.7,477.0,88.19999999999999,4.758616587399494,High
Organic Bread Good Seed,Seed,51.11,11.11,5.56,6.67,279.1,67.78,4.600355895269222,Medium
Pom'Potes Compotes Gourdes Bio Pomme Nature 4X90G,Seed,12.0,0.5,0.5,1.1,53.0,13.0,23.99952000959981,Low
Préparation En Poudre Pour Crème Pâtissière Saveur Vanille,Pastry,85.0,0.4,0.6,0.0,356.0,86.0,212.49468763280916,High
Good Day - Cashew Cookies,Pastry,67.0,7.0,24.0,0.0,512.0,98.0,9.571414897978718,High
Pâte Feuilletée Sans Gluten,Pastry,39.0,1.9,20.0,2.3,340.0,60.9,20.52620775680128,High
Saladitas,Pastry,63.0,7.6,19.0,4.4,462.0,89.6,8.289462777022663,High
Devon Custard,Pastry,14.77,2.77,2.92,0.54,96.2,20.46,5.332110714401753,Low
Puff Pastry Twist,Pastry,57.0,10.0,25.0,0.0,499.0,92.0,5.6999943000057005,High
Pâte Brisée,Pastry,42.0,5.7,22.0,1.6,403.0,69.7,7.36840812559978,High
Pépites Chocolat Noir Bio,Pastry,54.0,6.6,29.0,8.4,520.0,89.6,8.181805785142751,High
Le Sfoglie Puff Pastry,Pastry,53.33,6.67,30.0,3.33,518.0,90.0,7.995490261633791,High
Pépites Chocolat Noir,Pastry,58.9,6.0,25.0,0.0,502.0,89.9,9.816650305582824,High
Crème Pâtissière Goût Vanille,Pastry,26.0,2.8,1.3,0.1,129.0,30.1,9.28568112256742,Medium
Thick & Creamy Custard,Pastry,20.0,2.9,3.6,0.6,125.0,26.5,6.896527943007093,Medium
Mix For Pastry Cream And Custard,Pastry,87.0,0.4,0.7,0.1,357.0,88.10000000000001,217.49456263593407,High
Cheese Twists,Pastry,53.5,12.1,28.7,3.3,527.0,94.3,4.421483949186819,High
Mini-Gougères Au Fromage,Pastry,20.0,14.0,25.0,2.3,369.0,59.0,1.4285704081639943,High
Ready Rolled Puff Pastry Sheet,Pastry,36.0,5.3,20.0,1.1,362.0,61.3,6.792440014264125,High
Masa Hojaldre,Pastry,37.0,2.5,20.0,4.0,354.0,59.5,14.799940800236799,High
Puff Pastry Sheet,Pastry,35.8,5.4,20.0,2.0,362.0,61.199999999999996,6.629617352560458,High
